change_type,author,datetime,chapter_h1,snippet,words,dt
Insertion,Aaron Johnson,2025-08-03T17:14:00Z,– Literature Review,"DOI theory suggests, and empirical evidence confirms, that adoption starts in well-resourced urban hospitals and diffuses later (if at all) to peripheral, rural hospitals with fewer resources. Early a",31,2025-08-03 17:14:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:15:00Z,– Literature Review,"available resources, technical expertise and forward-thinking leadership, allowing them to take on the risk of new technology. Hospitals in rural or under-funded areas face structural barriers",26,2025-08-03 17:15:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:16:00Z,– Literature Review,"(limited human and financial capital, weaker infrastructure including lack of broadband availability) which inevitably delay adoption.",16,2025-08-03 17:16:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:17:00Z,– Literature Review,"Rogers suggests that diffusion is not automatic; even highly beneficial innovation can take a long time to reach full saturation, especially in hierarchical or resource-uneven systems",26,2025-08-03 17:17:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:18:00Z,– Literature Review,like healthcare. Diffusion can stall if adopter groups face obstacles or if the innovative product fails to deliver clear value to stakeholders.,22,2025-08-03 17:18:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:20:00Z,– Literature Review,Geospatial analysis of AHA hospital technology adoption data illustrates DOI principles,11,2025-08-03 17:20:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:21:00Z,– Literature Review,– by geotagging hospital location data and analyzing drive times for all Americans at the Census Block Group (CBG) level (typically in groups of 600-3000 residents),26,2025-08-03 17:21:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:23:00Z,– Literature Review,.,1,2025-08-03 17:23:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:24:00Z,– Literature Review,Only 71% of the US population lives within a 30-minute drive of hospti,13,2025-08-03 17:24:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:25:00Z,– Literature Review,"tals using AI, and the 10% of the population that have the least access have to drive 33 times further",20,2025-08-03 17:25:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:26:00Z,– Literature Review,"to access care (1.85 miles, vs. 61.25 miles, not counting the most extreme outliers).",14,2025-08-03 17:26:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:27:00Z,– Literature Review,"This disparity exemplifies diffusion’s geographic lag, where innovations concentrate in certain regions before spreading outward. DOI",16,2025-08-03 17:27:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:28:00Z,– Literature Review,"attributes these lags to differences in communication exposure and local constraints (where smaller regions may not even have hospitals, let alone loc",22,2025-08-03 17:28:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:29:00Z,– Literature Review,t,1,2025-08-03 17:29:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:29:00Z,– Literature Review,serve a facilitating function – some of the poorest counties don’t have a cou,14,2025-08-03 17:29:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:29:00Z,– Literature Review,).,1,2025-08-03 17:29:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:30:00Z,– Literature Review,al authorities,2,2025-08-03 17:30:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:30:00Z,– Literature Review,o,1,2025-08-03 17:30:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:30:00Z,– Literature Review,nty seat or local government,5,2025-08-03 17:30:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:30:00Z,– Literature Review,Urban centers have denser professional ne,6,2025-08-03 17:30:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:31:00Z,– Literature Review,"tworks and information flow, allowing knowledge of new tools like surgical robots to spread more quickly, with larger patient volumes to generate cash flows to cover expensive innovations.",28,2025-08-03 17:31:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:32:00Z,– Literature Review,"DOI is also useful to understand the role of social system norms and acceptance in diffusion. In healthcare, technology adoption is not only an administrative decision, but requires participation from",36,2025-08-03 17:32:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:33:00Z,– Literature Review,"are skeptical (like older patients in rural areas), this can impede diffusion even when the technology is available and affordable. Patient acceptance has emerged as a",26,2025-08-03 17:33:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:34:00Z,– Literature Review,critical success factor for AI in healthcare; Rogers’ ramework would categorize this as compatibility with user values and social system norms.,21,2025-08-03 17:34:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:35:00Z,– Literature Review,"A 2025 surey found a “gradient of acceptance” in which older, less-educated patients with poorer health (those who might benefit most from AI interventions) were the most skeptical",28,2025-08-03 17:35:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:35:00Z,– Literature Review,.,1,2025-08-03 17:35:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:36:00Z,– Literature Review,Providers may be hesitant to implement tools their patients distrust – DOI would assert that perception and communication are ke,20,2025-08-03 17:36:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:37:00Z,– Literature Review,"y to successful adoption. Unless and until aspects of the technology that are perceived as threatening or misaligned with stakeholder values, adoption will be delayed.",25,2025-08-03 17:37:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:38:00Z,– Literature Review,"Doctors and nurses are equally important stakeholders, if they view a platform as too complex (or a threat to their professional autonomy), they can resist adoption and flatten the diffusion cu",31,2025-08-03 17:38:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:39:00Z,– Literature Review,rve.,1,2025-08-03 17:39:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:39:00Z,– Literature Review,"This DOI perspective complements RBV by focusing not on what an organization *has*, but how and when new technology *spreads*. It highlights that even a highly capable technology like generat",30,2025-08-03 17:39:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:40:00Z,– Literature Review,"ive AI won’t immediately benefit everyone equally – the timing and sequencing of adoption matters. In digital transformation programs, understanding DOI helps stakeholders anticipate",24,2025-08-03 17:40:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:41:00Z,– Literature Review,"and adapt to challenges; early stages may require evidence and communication to convince early adopters, mid-stages could involve addressing infrastructure gaps",21,2025-08-03 17:41:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:42:00Z,– Literature Review,"and providing training, and later stages could focus on policies or subsidies to encourag",14,2025-08-03 17:42:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:43:00Z,– Literature Review,"e laggards. For healthcare AI, DOI suggests interventions like knowledge dissemination, peer networking and demonstration projects (POCs) in resource-poor settings might accelerate diffusion.",23,2025-08-03 17:43:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:45:00Z,– Literature Review,"Monitoring and acting to mitigate the digital divide is critical for healthcare, as delayed adoption in some areas can exacerbate ou",21,2025-08-03 17:45:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:46:00Z,– Literature Review,tcome inequality,2,2025-08-03 17:46:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:46:00Z,– Literature Review,with elevated morbidity and mortality rates,6,2025-08-03 17:46:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:47:00Z,– Literature Review,. This inequality is associated,5,2025-08-03 17:47:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:48:00Z,– Literature Review,"when hospital adoption data is correlated with population health data in surrounding communities (e.g. University of Wisconsin Population Health Institute, County Health Rankings).",23,2025-08-03 17:48:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:49:00Z,– Literature Review,DOI theory offers a macro-level lens to understand that,9,2025-08-03 17:49:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:50:00Z,– Literature Review,"technology adoption in healthcare is a process that occurs over time – which is influenced by perceived features of the AI tools, communication networks in the health system, and socioeconomic or cult",34,2025-08-03 17:50:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:51:00Z,– Literature Review,"trust and prevailing norms. This theoretical lens is crucial to interpret patterns in this research (e.g., the delta between early-adopting vs. laggard hospitals, or urban-rural adopt",26,2025-08-03 17:51:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:52:00Z,– Literature Review,"ion gaps), and to craft policy recommendations to ensure generative AI’s benefits eventually reach everyone (not just initial innovators).",19,2025-08-03 17:52:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:59:00Z,– Literature Review,RBV and DOI offer valuab,5,2025-08-03 17:59:00+00:00
Insertion,Aaron Johnson,2025-08-03T18:00:00Z,– Literature Review,"Separately,",1,2025-08-03 18:00:00+00:00
Insertion,Aaron Johnson,2025-08-03T18:00:00Z,– Literature Review,le (but partial) explanations on how generative AI impacts,9,2025-08-03 18:00:00+00:00
Insertion,Aaron Johnson,2025-08-03T18:01:00Z,– Literature Review,"healthcare organizations. Integrating RBV & DOI provides a more holistic framework, capturing both resource heterogeneity and the diffusion dymanmics that together determine a technology’s u",25,2025-08-03 18:01:00+00:00
Insertion,Aaron Johnson,2025-08-03T18:02:00Z,– Literature Review,"ltimate impact. RBV explains why innovations can confer advantage to healthercare firms , as innovation is a valuable resource that not all organizations possess or can imitate. DOI explains *how* and",36,2025-08-03 18:02:00+00:00
Insertion,Aaron Johnson,2025-08-03T18:03:00Z,– Literature Review,"industry, an d how which organizations get to access that resource, at what point in time.",16,2025-08-03 18:03:00+00:00
Insertion,Aaron Johnson,2025-08-03T18:04:00Z,– Literature Review,"Combining these perspectives improves the ability to understand current variations in AI-driven capabilities and outcomes (a cross-sectional view) , and how these",22,2025-08-03 18:04:00+00:00
Insertion,Aaron Johnson,2025-08-03T18:05:00Z,– Literature Review,innovations are evolving over time (a longitudinal view).,8,2025-08-03 18:05:00+00:00
Insertion,Aaron Johnson,2025-08-03T18:05:00Z,– Literature Review,The two theories offer complementary levels of analysis,8,2025-08-03 18:05:00+00:00
Insertion,Aaron Johnson,2025-08-03T18:05:00Z,– Literature Review,"RBV operates at the organizational level , focusing on internal assets and capabilities",13,2025-08-03 18:05:00+00:00
Insertion,Aaron Johnson,2025-08-03T18:06:00Z,– Literature Review,.,1,2025-08-03 18:06:00+00:00
Insertion,Aaron Johnson,2025-08-03T18:06:00Z,– Literature Review,"; DOI operates at the population or system level, focusing on adoption patterns across many organizations.",16,2025-08-03 18:06:00+00:00
Insertion,Aaron Johnson,2025-08-03T18:08:00Z,– Literature Review,"RBV might inquire about which hospitals have the requisite AI capabilities (and complementary resources) to achieve superior outcomes, and what makes those capabilities hard to replicate? DOI might as",29,2025-08-03 18:08:00+00:00
Insertion,Aaron Johnson,2025-08-03T18:08:00Z,– Literature Review,trajectory,1,2025-08-03 18:08:00+00:00
Insertion,Aaron Johnson,2025-08-03T18:09:00Z,– Literature Review,about the,2,2025-08-03 18:09:00+00:00
Insertion,Aaron Johnson,2025-08-03T18:09:00Z,– Literature Review,"by which AI is spreading among hospitals, and why some are faster or slower to adopt. Merging both questions yields a richer explanation: hospitals that were early adopt",28,2025-08-03 18:09:00+00:00
Insertion,Aaron Johnson,2025-08-03T18:10:00Z,– Literature Review,ers of AI gained a temporary performance edge (RBV) precisely because diffusion was still in progress (DOI) and others had not yet acquired the capability. This is clear in our context – early adoptin,41,2025-08-03 18:10:00+00:00
Insertion,Aaron Johnson,2025-08-03T18:11:00Z,– Literature Review,"and showed better health outcomes (e.g., reduction in mortality rates and premature death) , while many others lagged, lacking that resource. Over time, as diffusion proceeds and more hospitals adopt ",34,2025-08-03 18:11:00+00:00
Insertion,Aaron Johnson,2025-08-03T18:12:00Z,– Literature Review,"dict the initial advantage will taper off, unless early adopters continue to hone or develop new capabilities. Essentially, DOI describes the external timeline of who gets the resource",28,2025-08-03 18:12:00+00:00
Insertion,Aaron Johnson,2025-08-03T18:13:00Z,– Literature Review,"when, while RBV describes the internal impact of having that resource.",11,2025-08-03 18:13:00+00:00
Insertion,Aaron Johnson,2025-08-03T18:16:00Z,– Literature Review,To summarize,2,2025-08-03 18:16:00+00:00
Insertion,Aaron Johnson,2025-08-03T18:19:00Z,– Literature Review,Diffusion outcomes influence resource-based ad,5,2025-08-03 18:19:00+00:00
Insertion,Aaron Johnson,2025-08-03T18:20:00Z,– Literature Review,"vantage; if an innovation remains scarce (low diffusion), it continues to function as a differentiator that can yield sustained advantage for the few adopters (classic RBV theory). But if the innovati",41,2025-08-03 18:20:00+00:00
Insertion,Aaron Johnson,2025-08-03T18:21:00Z,– Literature Review,"e a source of inter-firm advantage. Instead, it would become a baseline capability needed to simply keep up. For our research, if generative AI tools eventually spread to *all* hospitals , they would ",38,2025-08-03 18:21:00+00:00
Insertion,Aaron Johnson,2025-08-03T18:22:00Z,– Literature Review,resource – hospitals would then need to build new advanced capabilities to,12,2025-08-03 18:22:00+00:00
Insertion,Aaron Johnson,2025-08-03T18:23:00Z,– Literature Review,"differentiate themselves (consistent with the dynamic capabilities view). Thus, DOI provides a temporal context to RBV , explaining how the value of a resource changes as an innovation shifts from nov",35,2025-08-03 18:23:00+00:00
Insertion,Aaron Johnson,2025-08-03T18:24:00Z,– Literature Review,"diffusion process, there is a window where possessing the innovation yields outsized benefits (as seen with early AI adopters buffering unhealthy behavior impacts in their communities). However, DOI a",31,2025-08-03 18:24:00+00:00
Insertion,Aaron Johnson,2025-08-03T18:25:00Z,– Literature Review,"adopters will eventually erode some of that first-mover advantage, especially if innovation is easily transferable. RBV adds that firms can prolong their advantage if they continue to cultivate VRIN c",30,2025-08-03 18:25:00+00:00
